frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1024,285,[1381.6884765625 958.4472045898438 1958.124755859375 1434.991943359375],car,[1605.166259765625 1354.639404296875 1748.496826171875 1395.336669921875],0.8351843357086182,EYU9VMISI,0.13183740404091915
1025,285,[1382.4906005859375 962.15673828125 1961.493896484375 1435.675048828125],car,[1603.70458984375 1364.9541015625 1753.0107421875 1404.8232421875],0.6642035841941833,EYO9VNSI,0.2539525754643217
1026,285,[1383.87744140625 966.1444091796875 1964.19091796875 1435.00048828125],car,[1607.425537109375 1369.54296875 1750.031982421875 1410.7587890625],0.7449166774749756,EY09VNS,0.46508958979752857
1027,285,[1384.4559326171875 971.5786743164062 1965.721435546875 1433.674560546875],car,[1612.267333984375 1371.2694091796875 1750.548095703125 1413.8697509765625],0.6800529360771179,EY09VNS,0.3022698487213241
1028,285,[1385.2274169921875 978.8287353515625 1969.5552978515625 1434.3056640625],car,[1585.3822021484375 1375.5726318359375 1751.7789306640625 1418.6407470703125],0.4422454833984375,EY09VMS,0.20251423351566689
1029,285,[1386.15576171875 982.71435546875 1972.681396484375 1435.06884765625],car,[1606.7939453125 1382.842041015625 1755.84375 1426.698486328125],0.7320398688316345,EX09VNS,0.6203514871226289
1046,949,[543.3515625 886.3663940429688 1002.9541015625 1282.5467529296875],car,[549.2996826171875 1162.726318359375 670.866943359375 1207.492431640625],0.4278242588043213,None,0.0
1084,949,[437.49066162109375 1012.5427856445312 951.3580932617188 1415.81884765625],car,[593.560546875 1325.34423828125 703.3896484375 1374.77294921875],0.3633030652999878,None,0.0
1085,949,[435.2115783691406 1016.8225708007812 950.3516235351562 1420.6236572265625],car,[591.149658203125 1323.64306640625 707.5108642578125 1375.768798828125],0.2837798297405243,None,0.0
1128,702,[1406.926513671875 809.8390502929688 1925.689453125 1279.5145263671875],car,[1609.64111328125 1151.1650390625 1731.19482421875 1191.73486328125],0.49619415402412415,BPEJLYH,0.4538982093831843
1129,702,[1407.25634765625 811.0532836914062 1926.291015625 1282.961181640625],car,[1607.65673828125 1151.653076171875 1727.37548828125 1194.760009765625],0.6407548785209656,BP63LYH,0.4402100420647953
1130,702,[1408.4119873046875 812.7735595703125 1928.3243408203125 1287.6492919921875],car,[1609.006591796875 1160.576416015625 1730.959716796875 1198.184814453125],0.6546757817268372,BP63LYH,0.8363559585322635
1131,702,[1409.2332763671875 816.2108764648438 1930.26611328125 1292.7254638671875],car,[1609.1055908203125 1160.7313232421875 1734.2535400390625 1203.2305908203125],0.35757744312286377,BP63LYH,0.48200003195732677
1134,702,[1410.53857421875 824.4591674804688 1936.1312255859375 1304.919921875],car,[1609.862548828125 1178.56689453125 1740.66796875 1218.7958984375],0.5820245146751404,BPEJLYH,0.5152284814611209
1135,702,[1410.83984375 825.5833129882812 1937.4364013671875 1308.215087890625],car,[1613.1536865234375 1179.0845947265625 1738.7427978515625 1220.6065673828125],0.5454161763191223,BPEJLYH,0.9062000703087102
1136,702,[1411.85400390625 828.66259765625 1939.3004150390625 1313.7371826171875],car,[1615.67431640625 1180.19140625 1741.52294921875 1223.66015625],0.7065731883049011,BPEJLYH,0.351397732631059
1137,702,[1412.648681640625 832.503173828125 1939.85009765625 1319.310302734375],car,[1612.829345703125 1180.5867919921875 1741.906982421875 1227.0831298828125],0.8388212323188782,BP63LYH,0.9180806913432409
1138,702,[1412.6673583984375 834.5217895507812 1939.989013671875 1322.99267578125],car,[1613.5159912109375 1184.171142578125 1744.1895751953125 1228.882568359375],0.7693943381309509,BP63LYH,0.9452616900414186
1139,702,[1412.796875 837.23828125 1942.83349609375 1327.201171875],car,[1615.495849609375 1193.5068359375 1745.763427734375 1234.35107421875],0.608639657497406,BPEJLYH,0.7069585867957437
1140,702,[1413.7130126953125 840.351318359375 1945.6024169921875 1330.8685302734375],car,[1616.732666015625 1197.379638671875 1745.291748046875 1239.621337890625],0.6787078976631165,BP63LYH,0.8799875072099198
1141,702,[1414.4051513671875 843.3662109375 1948.41796875 1334.3228759765625],car,[1617.1136474609375 1202.7156982421875 1747.5491943359375 1242.2222900390625],0.6891089677810669,BP63LYH,0.8219638318132702
1142,702,[1415.3077392578125 847.63916015625 1951.5323486328125 1339.5146484375],car,[1621.3475341796875 1210.8134765625 1746.3043212890625 1247.72021484375],0.6310339570045471,BPEJLYH,0.8589842303302203
1143,702,[1416.224609375 851.8506469726562 1954.166015625 1344.5294189453125],car,[1625.885986328125 1211.683837890625 1746.477294921875 1252.298583984375],0.650653064250946,BP63LYH,0.6733410711331229
1144,702,[1416.65673828125 854.4240112304688 1956.1844482421875 1347.775634765625],car,[1625.637451171875 1213.174560546875 1751.83642578125 1253.307861328125],0.7762575745582581,BP63LYH,0.4637186092015306
1145,702,[1417.4627685546875 857.2095336914062 1958.23876953125 1353.7960205078125],car,[1629.4283447265625 1218.084228515625 1755.4586181640625 1256.919677734375],0.770852267742157,BP63LYH,0.6817449678837447
1146,702,[1418.304443359375 858.8228759765625 1960.885498046875 1359.5220947265625],car,[1627.506103515625 1220.737548828125 1756.439697265625 1261.842041015625],0.7613475322723389,BP63LYH,0.8813478968733007
1147,702,[1418.791748046875 858.9674682617188 1961.3414306640625 1362.49462890625],car,[1627.23828125 1224.21240234375 1757.352294921875 1264.359375],0.8068896532058716,BP63LYH,0.9230536361819921
1148,702,[1420.0233154296875 863.3679809570312 1964.3001708984375 1367.4970703125],car,[1632.2242431640625 1231.675537109375 1763.2237548828125 1271.727783203125],0.43855035305023193,BP63LYH,0.7131098391395748
1149,702,[1420.83203125 866.7010498046875 1967.0745849609375 1373.2271728515625],car,[1632.9715576171875 1236.1236572265625 1769.8519287109375 1277.3262939453125],0.36123090982437134,BP63LYH,0.6652455062750876
1150,702,[1421.5303955078125 868.9204711914062 1968.55908203125 1376.41748046875],car,[1630.86572265625 1241.98876953125 1766.5419921875 1279.245849609375],0.42965638637542725,BP63LYH,0.8891689147067268
1151,702,[1422.5135498046875 871.0938720703125 1971.0980224609375 1382.1864013671875],car,[1636.63427734375 1243.6142578125 1766.33984375 1286.012451171875],0.6461195945739746,BPEJLYH,0.35439252995165543
1152,702,[1423.27685546875 874.8665161132812 1972.9124755859375 1386.328369140625],car,[1635.686279296875 1246.658935546875 1771.890380859375 1289.343017578125],0.5901639461517334,BPEJLYH,0.41438747374603363
1153,702,[1424.6927490234375 877.0228881835938 1974.9556884765625 1389.929931640625],car,[1633.3828125 1249.3427734375 1772.39892578125 1291.05126953125],0.6978256106376648,BPEJLYH,0.5008593564025264
1154,702,[1425.76171875 881.7506713867188 1978.0931396484375 1394.14013671875],car,[1637.251953125 1252.2010498046875 1775.7392578125 1295.0338134765625],0.7507391571998596,BP63LYH,0.8537347893006862
1155,702,[1426.111572265625 883.918701171875 1981.8385009765625 1400.327880859375],car,[1637.720947265625 1258.17236328125 1774.989501953125 1302.10302734375],0.6943645477294922,BP6)LYH,0.4267740668372441
1156,702,[1426.307861328125 885.1215209960938 1984.162109375 1401.980712890625],car,[1639.1326904296875 1259.89306640625 1775.3248291015625 1304.556396484375],0.5473699569702148,BP63LYH,0.3558841767841962
1157,702,[1427.64404296875 888.12158203125 1986.6016845703125 1406.2637939453125],car,[1640.866455078125 1269.58935546875 1778.275634765625 1311.4970703125],0.7601168155670166,BPEJLYH,0.540837122329257
1158,702,[1428.3070068359375 893.6318359375 1989.2393798828125 1410.952392578125],car,[1642.0968017578125 1274.4093017578125 1780.5804443359375 1315.9610595703125],0.6875573992729187,BP63LYH,0.9018894396789701
1159,702,[1428.61279296875 896.78369140625 1990.771240234375 1413.6781005859375],car,[1645.048583984375 1276.55615234375 1780.645263671875 1317.91943359375],0.8091412782669067,BP63LYH,0.7444111499190676
1160,702,[1429.0408935546875 901.8419799804688 1993.46484375 1419.555908203125],car,[1645.5159912109375 1280.1590576171875 1782.3111572265625 1321.8365478515625],0.7545913457870483,BP63LYH,0.5895172517376691
1161,702,[1429.7001953125 906.661376953125 1994.9537353515625 1422.7576904296875],car,[1646.738037109375 1283.3572998046875 1785.89794921875 1326.2606201171875],0.7469568848609924,BP63LYH,0.5375799174859542
1162,702,[1430.382080078125 908.58642578125 1996.5347900390625 1424.7979736328125],car,[1646.179931640625 1289.09814453125 1784.239501953125 1330.082275390625],0.6057995557785034,BP63LYH,0.15259420990863623
1163,702,[1431.00146484375 913.8206787109375 1999.254150390625 1425.2445068359375],car,[1649.6590576171875 1294.958740234375 1791.6888427734375 1337.604248046875],0.5143628120422363,BP63LYH,0.35027570068039243
1164,702,[1431.5020751953125 916.96142578125 2002.0762939453125 1427.35791015625],car,[1650.525634765625 1303.50927734375 1792.174072265625 1343.884765625],0.4754675328731537,DP43LIH,0.07471238095331864
1165,702,[1432.67138671875 918.3001098632812 2003.0135498046875 1427.3924560546875],car,[1653.4052734375 1304.572509765625 1796.072021484375 1346.602783203125],0.6859831213951111,@POJLYH,0.020341842132314
1166,702,[1435.0460205078125 921.6915893554688 2005.3704833984375 1429.2796630859375],car,[1656.7030029296875 1307.923095703125 1797.0919189453125 1350.650634765625],0.7236621379852295,DP63LIH,0.1657361919094644
1167,702,[1436.9248046875 925.15966796875 2007.6510009765625 1430.068603515625],car,[1659.41845703125 1312.12451171875 1799.387939453125 1354.5224609375],0.838109016418457,DFEJLTH,0.12699826251600943
1168,702,[1437.6129150390625 928.3565673828125 2010.8321533203125 1429.04345703125],car,[1660.2947998046875 1313.852294921875 1802.4625244140625 1356.860107421875],0.8342687487602234,BP63LYH,0.779608065838348
1169,702,[1438.43212890625 931.7313842773438 2013.6895751953125 1429.3243408203125],car,[1663.233154296875 1320.353515625 1802.538818359375 1361.3935546875],0.5624799728393555,PP63LYH,0.38104163370428007
1170,702,[1440.0728759765625 934.7189331054688 2018.0400390625 1430.0020751953125],car,[1665.57958984375 1324.37353515625 1807.08740234375 1369.14599609375],0.49808061122894287,BPEJLYH,0.892726915066369
1172,702,[1442.221923828125 939.469970703125 2023.9949951171875 1430.784423828125],car,[1662.1334228515625 1335.6396484375 1807.8358154296875 1379.20849609375],0.7655099630355835,BP53LYH,0.21788536826014457
1173,702,[1443.26025390625 943.4234008789062 2026.91943359375 1430.035888671875],car,[1667.501708984375 1341.40771484375 1812.581787109375 1383.26708984375],0.6135984063148499,BP63LYH,0.6898901946240156
1174,702,[1444.1102294921875 946.906005859375 2028.629638671875 1428.802734375],car,[1668.17626953125 1343.371826171875 1812.45751953125 1385.90087890625],0.8371667265892029,BP63LYH,0.5933210713901991
1175,702,[1444.260986328125 949.3106689453125 2031.034912109375 1430.17041015625],car,[1671.497314453125 1350.1583251953125 1813.286865234375 1389.5289306640625],0.7326527237892151,BP63LYH,0.8753612275896392
1177,702,[1446.9287109375 955.9835815429688 2035.78369140625 1431.396728515625],car,[1672.834716796875 1358.332763671875 1813.732177734375 1399.782470703125],0.2843289375305176,BP63LYH,0.22169485388731566
1179,702,[1449.071533203125 965.48388671875 2041.846435546875 1432.34033203125],car,[1680.5323486328125 1372.50146484375 1818.8656005859375 1413.580078125],0.6649109125137329,BPEJLYH,0.6995767262376664
1180,702,[1449.603271484375 966.8143920898438 2044.7296142578125 1432.009765625],car,[1681.98095703125 1375.06201171875 1827.349609375 1415.78955078125],0.2930881679058075,BP63LYH,0.4691031970709662
1181,702,[1450.5721435546875 972.6448974609375 2048.604736328125 1432.801513671875],car,[1680.01123046875 1379.17724609375 1822.516357421875 1420.8046875],0.5219338536262512,BP63LYH,0.690325274027329
1237,845,[1384.421142578125 880.9024658203125 1823.647216796875 1218.9072265625],car,[1553.576904296875 1114.556884765625 1672.767822265625 1150.538330078125],0.3098441958427429,AG65ZFX,0.26887128690488976
1238,845,[1384.9124755859375 884.6246948242188 1833.2342529296875 1223.81494140625],car,[1554.102783203125 1118.563720703125 1679.479248046875 1154.498291015625],0.5324204564094543,NGGSZFX|,0.05263465981518157
1245,845,[1388.3251953125 903.5501098632812 1851.6942138671875 1252.6365966796875],car,[1565.919677734375 1139.893798828125 1684.920166015625 1179.787353515625],0.47174906730651855,NG65ZFX,0.3453120074155586
1246,845,[1388.5479736328125 905.3533325195312 1852.114990234375 1254.9049072265625],car,[1565.772705078125 1144.214111328125 1686.316650390625 1183.031494140625],0.4334702789783478,NG65ZFX,0.7027219847771549
1247,845,[1388.9442138671875 909.0493774414062 1855.0352783203125 1259.490966796875],car,[1560.430419921875 1147.6002197265625 1684.807373046875 1185.9986572265625],0.33089298009872437,NC65ZFX,0.6179323496297348
1249,845,[1390.1953125 916.5826416015625 1854.8997802734375 1266.3692626953125],car,[1568.39990234375 1148.985107421875 1684.738525390625 1191.795654296875],0.5871992707252502,NC65ZFX,0.3633249852546104
1250,845,[1391.546142578125 919.5604248046875 1856.1173095703125 1270.7716064453125],car,[1566.365966796875 1151.37890625 1688.195068359375 1193.94580078125],0.4832763373851776,NG65ZFX,0.5301445928546041
1251,845,[1392.0416259765625 922.4685668945312 1857.6663818359375 1275.6649169921875],car,[1566.968017578125 1157.565185546875 1695.546630859375 1199.098388671875],0.4769028127193451,G65ZFX,0.4303413484737578
1253,845,[1392.0784912109375 927.67041015625 1862.3792724609375 1282.6280517578125],car,[1564.49365234375 1167.830078125 1697.37451171875 1209.18212890625],0.5037999749183655,NG65ZFX,0.6522501442245751
1254,845,[1392.449951171875 930.2109985351562 1864.530029296875 1286.4500732421875],car,[1571.041259765625 1170.34228515625 1700.196044921875 1211.69873046875],0.2798590064048767,NG65ZFX,0.3443644084676391
1255,845,[1392.6190185546875 932.170166015625 1866.43798828125 1289.068115234375],car,[1579.564208984375 1173.493896484375 1699.798095703125 1215.456298828125],0.49859508872032166,OG65ZFX,0.12962028120972546
1256,845,[1393.11962890625 935.04443359375 1867.97607421875 1294.234619140625],car,[1580.9136962890625 1180.27685546875 1699.4793701171875 1218.53369140625],0.6645159125328064,IG65ZFX,0.17328898231917633
1258,845,[1395.5123291015625 942.0125122070312 1872.4791259765625 1301.78125],car,[1583.528076171875 1184.5927734375 1702.80859375 1225.80126953125],0.27466732263565063,IG65ZFX,0.36705150384970014
1259,845,[1395.9674072265625 945.7799682617188 1874.0645751953125 1308.3909912109375],car,[1582.19873046875 1188.8779296875 1700.63671875 1231.6298828125],0.3243209719657898,AG65ZFX,0.5696398755340654
1261,845,[1395.6549072265625 950.9974975585938 1878.3111572265625 1316.220703125],car,[1585.388427734375 1195.4228515625 1708.914306640625 1238.73193359375],0.3200206756591797,AG65ZFX,0.5134418054604318
1262,845,[1396.297607421875 955.477294921875 1881.0252685546875 1320.00244140625],car,[1589.506103515625 1202.8914794921875 1704.949462890625 1241.1131591796875],0.46495023369789124,AG65ZFX,0.12664857175934688
1263,845,[1397.204345703125 959.7125244140625 1881.66064453125 1324.6727294921875],car,[1584.612060546875 1206.1925048828125 1707.44482421875 1247.6947021484375],0.7878885865211487,1G6SZFXI,0.2594880376749103
1264,845,[1397.697509765625 960.617431640625 1882.093994140625 1327.3341064453125],car,[1583.05419921875 1209.0706787109375 1710.49267578125 1249.8602294921875],0.7001897096633911,HG65ZFX,0.5382656548058011
1265,845,[1398.82421875 964.4188842773438 1883.0396728515625 1332.95751953125],car,[1586.7220458984375 1213.3734130859375 1705.3050537109375 1253.7291259765625],0.765738308429718,IG65ZFX,0.48653135865514757
1266,845,[1399.6065673828125 968.2537231445312 1885.69873046875 1338.56689453125],car,[1589.8843994140625 1216.515869140625 1710.0679931640625 1257.524169921875],0.40146443247795105,AG65ZFX,0.38550242224669357
1267,845,[1399.45361328125 970.419677734375 1886.6336669921875 1341.31640625],car,[1590.65625 1216.2901611328125 1711.84375 1260.7535400390625],0.7421353459358215,IG65ZFX,0.3926712917256856
1268,845,[1399.2186279296875 974.8627319335938 1889.34033203125 1346.8343505859375],car,[1593.906982421875 1222.2396240234375 1714.674560546875 1264.5765380859375],0.8262088894844055,HG65ZFX,0.6640797111551532
1269,845,[1399.939697265625 977.9031372070312 1892.7236328125 1350.6817626953125],car,[1591.866943359375 1229.966552734375 1716.82275390625 1273.369384765625],0.798630952835083,IG65ZFX,0.556107977056574
1270,845,[1401.4505615234375 979.6519775390625 1894.9395751953125 1353.143798828125],car,[1594.195068359375 1235.084716796875 1710.007080078125 1272.825439453125],0.5598622560501099,HG65ZFX,0.4624733294287531
1271,845,[1402.2103271484375 982.3101196289062 1895.5419921875 1357.88037109375],car,[1590.783203125 1238.691650390625 1714.23974609375 1279.284423828125],0.6975476145744324,NG65ZFX,0.7202064257411649
1272,845,[1402.677978515625 985.9290771484375 1896.6954345703125 1363.0806884765625],car,[1589.7978515625 1243.647216796875 1719.928955078125 1284.096435546875],0.6643939018249512,NG65ZFX,0.3971977447939503
1273,845,[1402.7803955078125 988.880126953125 1899.37255859375 1366.7890625],car,[1591.8568115234375 1246.161865234375 1718.0533447265625 1286.927978515625],0.3001423180103302,NGESZFX,0.5164215649802968
1274,845,[1402.9705810546875 991.71923828125 1902.624267578125 1372.4656982421875],car,[1597.296142578125 1248.7470703125 1722.625732421875 1290.61083984375],0.48540976643562317,NG65ZFX,0.7441427649150433
1275,845,[1404.11572265625 994.2003173828125 1905.7200927734375 1378.250732421875],car,[1599.838623046875 1253.2362060546875 1730.91796875 1295.2164306640625],0.5421539545059204,AG65ZFX,0.4248052122391874
1276,845,[1405.40869140625 996.1182250976562 1908.1025390625 1381.154052734375],car,[1598.965087890625 1255.56201171875 1735.74267578125 1297.16650390625],0.5320550799369812,IG65ZFX,0.17833527012479328
1277,845,[1405.5228271484375 1000.7560424804688 1910.5238037109375 1386.0234375],car,[1595.687255859375 1260.86279296875 1732.111572265625 1305.56005859375],0.47614216804504395,IG65ZFX,0.5616779237067947
1278,845,[1407.0731201171875 1005.45849609375 1913.4111328125 1390.01220703125],car,[1597.6800537109375 1267.7098388671875 1730.1036376953125 1309.6170654296875],0.658848226070404,IG65ZFX,0.3683774994997355
1279,845,[1407.16552734375 1008.9945068359375 1915.18408203125 1392.447265625],car,[1603.667236328125 1270.758056640625 1730.812744140625 1311.552978515625],0.674549400806427,1G6SZFXT,0.14128433043608266
1280,845,[1408.12353515625 1012.6866455078125 1917.8250732421875 1398.20947265625],car,[1602.796142578125 1278.621826171875 1734.639404296875 1316.515869140625],0.6850642561912537,IG65ZFX,0.42377549764068534
1281,845,[1408.9683837890625 1016.278076171875 1921.1566162109375 1403.43994140625],car,[1601.8837890625 1280.207275390625 1737.111328125 1320.254638671875],0.6477435231208801,IG65ZFX,0.4241501449303983
1282,845,[1409.44873046875 1019.7593994140625 1921.306640625 1406.3062744140625],car,[1609.369384765625 1280.0677490234375 1737.277099609375 1321.9056396484375],0.4829820990562439,HG65ZFX,0.4297620322341365
1283,845,[1410.3497314453125 1024.025634765625 1922.810791015625 1411.260498046875],car,[1605.51806640625 1284.860107421875 1741.76025390625 1327.914306640625],0.7069655656814575,IG65ZFX,0.29227264506553374
1284,845,[1410.989013671875 1028.6329345703125 1925.707275390625 1416.4195556640625],car,[1608.545166015625 1290.722900390625 1739.950927734375 1335.79443359375],0.30809465050697327,AG65ZFX,0.4800070442576835
1285,845,[1411.04345703125 1029.9007568359375 1927.584716796875 1418.609619140625],car,[1614.14404296875 1298.2353515625 1742.451171875 1338.9423828125],0.6611986756324768,HG65ZFX,0.5195187047089805
1286,845,[1411.767578125 1034.4066162109375 1929.6304931640625 1423.0966796875],car,[1615.280029296875 1303.56640625 1742.464599609375 1343.02294921875],0.7098599672317505,HG65ZFX,0.3989745412778406
1287,845,[1413.31201171875 1039.7099609375 1932.10888671875 1427.25146484375],car,[1616.801513671875 1309.02490234375 1745.459716796875 1348.80322265625],0.8302575945854187,AG65ZFX,0.25948144001952617
1288,845,[1415.4383544921875 1042.601318359375 1932.95947265625 1429.251953125],car,[1616.4996337890625 1310.142822265625 1744.6043701171875 1351.958251953125],0.8551475405693054,IG65ZFX,0.5620832200936604
1289,845,[1415.646240234375 1046.6295166015625 1935.976806640625 1433.19091796875],car,[1622.7197265625 1313.210205078125 1747.67236328125 1356.187255859375],0.817325234413147,IG65ZFX,0.3094583496934306
1290,845,[1416.6868896484375 1049.443115234375 1939.3135986328125 1435.275634765625],car,[1623.35107421875 1317.6240234375 1749.707763671875 1360.35498046875],0.7564327716827393,OG65ZFX,0.27757970550146704
1291,845,[1416.335205078125 1050.43603515625 1939.9241943359375 1435.0894775390625],car,[1627.611572265625 1322.1412353515625 1747.239013671875 1364.2149658203125],0.7585228681564331,AG65ZFX,0.39576992188001314
1292,845,[1417.613525390625 1054.65966796875 1943.1502685546875 1435.5731201171875],car,[1625.756103515625 1329.9072265625 1753.657958984375 1372.132080078125],0.8163745999336243,AG65ZFX,0.3286247462119913
1293,845,[1418.2435302734375 1059.046875 1944.1400146484375 1436.0330810546875],car,[1626.779541015625 1332.898193359375 1757.109619140625 1374.979248046875],0.641130268573761,IG65ZFX,0.3740915525703625
1294,845,[1419.3211669921875 1062.1351318359375 1947.5889892578125 1435.92431640625],car,[1624.2900390625 1335.1968994140625 1758.236328125 1377.3897705078125],0.6279891729354858,AG65ZFX,0.30625507265028257
1295,845,[1419.4063720703125 1064.439453125 1949.1405029296875 1435.645751953125],car,[1628.942138671875 1344.043212890625 1757.679443359375 1382.232666015625],0.31084510684013367,IG65ZFX,0.3105348163927139
1296,845,[1420.7403564453125 1069.8094482421875 1952.3763427734375 1436.245361328125],car,[1633.177001953125 1346.4410400390625 1760.840087890625 1385.4049072265625],0.6130853891372681,IG65ZFX,0.34009199343767516
1297,845,[1420.1842041015625 1070.355712890625 1954.1844482421875 1435.4361572265625],car,[1631.1405029296875 1347.900390625 1757.2220458984375 1391.166748046875],0.26534897089004517,IG65ZFX,0.4476694136335359
1340,843,[445.65771484375 1089.58056640625 983.7960205078125 1432.6627197265625],car,[612.6646118164062 1321.9736328125 792.9844360351562 1371.10791015625],0.42317476868629456,(VDD,0.02135285921394825
1346,843,[431.1153259277344 1119.069091796875 976.7229614257812 1437.3486328125],car,[606.1236572265625 1372.64697265625 772.3905029296875 1432.14208984375],0.27837035059928894,JL),0.11951322504016414
1349,717,[603.0764770507812 737.75537109375 1092.0469970703125 1186.502197265625],car,[784.826904296875 1052.6297607421875 898.40625 1091.4046630859375],0.2667444050312042,NL64OGX,0.32043173668102554
1361,717,[574.4110107421875 770.85888671875 1082.4036865234375 1237.5364990234375],car,[765.0623779296875 1099.841796875 884.16162109375 1137.489013671875],0.5833443403244019,RL64OCX,0.11350610792075078
1363,717,[571.4039916992188 775.935546875 1080.6798095703125 1244.435791015625],car,[752.0827026367188 1109.9990234375 876.9595336914062 1146.40283203125],0.2767734229564667,NL64@GX,0.5739600926253755
1365,717,[566.6873779296875 782.16259765625 1079.54833984375 1254.8350830078125],car,[753.9571533203125 1118.30029296875 873.0662841796875 1156.7978515625],0.4516165852546692,NL64OGX,0.3544718201486628
1366,717,[563.9859008789062 784.0157470703125 1078.2198486328125 1257.79150390625],car,[752.4853515625 1119.169189453125 873.263671875 1158.454833984375],0.406929612159729,NL6ZOGX,0.3072253457274618
1367,717,[561.6607666015625 787.4732055664062 1069.8826904296875 1261.622314453125],car,[751.7313842773438 1117.047119140625 873.4579467773438 1161.488037109375],0.7515995502471924,NL64OGX,0.30214101484754446
1368,717,[558.5038452148438 791.2872924804688 1065.218994140625 1265.9876708984375],car,[748.6845703125 1122.5152587890625 872.560546875 1164.5572509765625],0.5404672026634216,NL64OGY,0.23163165144421285
1369,717,[555.6854858398438 793.3818969726562 1054.770263671875 1269.1575927734375],car,[745.78759765625 1126.065673828125 875.918701171875 1168.950439453125],0.6785545349121094,NL64OGJ,0.9382287827521237
1370,717,[551.7081298828125 796.421875 1049.5045166015625 1274.9765625],car,[739.9140014648438 1132.8994140625 866.8668823242188 1175.27783203125],0.44732385873794556,NL64OGX,0.7748880967902888
1371,717,[549.4852905273438 799.3355712890625 1045.97998046875 1279.1307373046875],car,[740.2401123046875 1142.3658447265625 865.1695556640625 1178.9207763671875],0.5748232007026672,NL64OG,0.8132332774032127
1372,717,[547.8707275390625 801.345703125 1045.9727783203125 1282.4368896484375],car,[735.5599975585938 1143.361083984375 870.8635864257812 1183.656494140625],0.6762065291404724,NL64OGX,0.2884661353169568
1373,717,[544.728515625 804.5208129882812 1047.81787109375 1287.44921875],car,[740.455322265625 1147.216796875 863.30322265625 1188.852783203125],0.5989711880683899,NL64OGX,0.40773267869842056
1374,717,[541.8323364257812 806.9359130859375 1043.5574951171875 1293.2403564453125],car,[736.6710205078125 1153.09814453125 856.3218994140625 1191.177001953125],0.7190202474594116,NL64OGX,0.6897825840117082
1375,717,[538.8754272460938 809.5614013671875 1041.967041015625 1296.683349609375],car,[735.906982421875 1151.98046875 860.4779052734375 1192.640869140625],0.8195490837097168,NL64OGX,0.47064741536340454
1376,717,[534.1168823242188 814.6574096679688 1043.6741943359375 1301.78955078125],car,[735.2388305664062 1157.19482421875 857.3739624023438 1195.83740234375],0.8263424634933472,ML64OGX,0.7521526284387052
1377,717,[527.7095947265625 818.4814453125 1050.6673583984375 1307.379150390625],car,[732.93359375 1166.1002197265625 855.71435546875 1200.8348388671875],0.7611488103866577,N64OGX,0.8433037487183602
1378,717,[525.623779296875 820.723388671875 1046.924560546875 1310.16357421875],car,[730.948974609375 1168.5816650390625 858.255126953125 1207.5623779296875],0.7209161520004272,NL64OGX,0.1315945056450587
1379,717,[523.9713745117188 823.3836059570312 1040.7452392578125 1315.59033203125],car,[727.3826904296875 1173.824951171875 852.9576416015625 1212.459228515625],0.7408742904663086,NL64OGX,0.5107890813177292
1380,717,[523.7793579101562 825.645751953125 1037.183349609375 1321.2484130859375],car,[724.17626953125 1179.927490234375 852.0115966796875 1218.169189453125],0.6516668796539307,NL64OGX,0.3288350091560591
1381,717,[524.1228637695312 826.910400390625 1036.485595703125 1325.540771484375],car,[722.738525390625 1181.313232421875 849.708740234375 1220.091552734375],0.7570360898971558,NL64@GX,0.5619957641413885
1382,717,[522.2594604492188 829.855712890625 1035.5205078125 1329.7021484375],car,[721.686279296875 1184.17041015625 851.59423828125 1222.6064453125],0.6907684803009033,ML64OGR,0.43746844028418386
1383,717,[519.7754516601562 832.9802856445312 1033.8868408203125 1335.487060546875],car,[715.8910522460938 1185.7724609375 851.3922729492188 1228.3349609375],0.7984229326248169,NL64OGX,0.43338533914213545
1384,717,[518.9486083984375 835.0445556640625 1033.0015869140625 1339.35498046875],car,[718.8265380859375 1191.74365234375 851.55810546875 1231.43017578125],0.8383067846298218,NL64OGX,0.35615059553807904
1385,717,[516.8338623046875 838.9853515625 1031.309326171875 1343.7734375],car,[713.039794921875 1195.2489013671875 848.511474609375 1237.7174072265625],0.7489714026451111,NL6QOGX,0.05145673567180165
1386,717,[515.48974609375 843.4697265625 1029.7491455078125 1349.0631103515625],car,[709.4947509765625 1203.1080322265625 847.4847412109375 1243.5777587890625],0.4324793815612793,NL64OGZ,0.35616043990511803
1387,717,[513.857421875 846.9152221679688 1029.712158203125 1351.7603759765625],car,[707.6995849609375 1206.928955078125 846.2398681640625 1248.248779296875],0.6866946220397949,NL64OGX,0.09447805935513189
1388,717,[510.5843200683594 850.6642456054688 1028.1370849609375 1357.102783203125],car,[707.9237060546875 1210.644775390625 845.0623779296875 1252.696533203125],0.7559953927993774,MLSDGI,0.06260275490912841
1389,717,[509.3718566894531 855.0955200195312 1027.0640869140625 1362.7918701171875],car,[708.1383056640625 1215.170654296875 843.7303466796875 1257.504638671875],0.763935387134552,NL64OGJ,0.6197261593335375
1390,717,[508.0596008300781 857.0289306640625 1026.984619140625 1366.5751953125],car,[705.36962890625 1216.6514892578125 844.65625 1258.4403076171875],0.8155781626701355,ME40G3,0.11501666648109142
